parcel,estimate,se,df,statistic,p.value,term,p.fdr,hemi,num.roi
LH_Vis_21,0.144209523148148,0.0471411027060243,377.000001875626,3.05910373050564,0.00237869835613729,hiloRN,0.0413686670632573,L,21
LH_Vis_22,0.121572796296296,0.0483533796755804,377.000000321625,2.51425644105894,0.0123440243513087,hiloRN,0.127470903319021,L,22
LH_Vis_23,-0.0593481527777779,0.0300509197384868,377.00000020791,-1.97491967947222,0.0490064616500408,hiloRN,0.280036923714519,L,23
LH_Vis_24,0.0103108472222221,0.0323889664867948,377.000000330254,0.318344434560019,0.750399959286614,hiloRN,0.903741760194831,L,24
LH_Vis_25,0.0343408472222222,0.0314472655440201,377.00000021894,1.09201377697376,0.275524403233971,hiloRN,0.689749307168543,L,25
LH_Vis_26,0.033769175925926,0.0378085555367031,377.000000207221,0.893162286857115,0.37234004650377,hiloRN,0.760536982102159,L,26
LH_Vis_27,-0.0262512314814816,0.0326333040836895,377.00000021109,-0.804430694917047,0.421655256648954,hiloRN,0.772122187903355,L,27
LH_Vis_28,0.00982811574074067,0.0335670965802006,377.000000096557,0.292790164834743,0.769843627959442,hiloRN,0.908370062489017,L,28
LH_Vis_29,-0.0171801111111112,0.0366483170636063,377.000000212799,-0.468783084399036,0.639495643107816,hiloRN,0.872257947794747,L,29
LH_Vis_30,0.0154227592592593,0.0342698233597451,377.000000275308,0.450039064904418,0.652940936746336,hiloRN,0.872257947794747,L,30
LH_Vis_31,-0.0244888935185185,0.0335776927414158,377.000059137059,-0.729320317125694,0.466258604753846,hiloRN,0.814425510487068,L,31
LH_SomMot_1,-0.051111402777778,0.0343340469723211,377.000000173985,-1.48865069180403,0.137415375290797,hiloRN,0.468258153525494,L,32
LH_SomMot_2,-0.0272421203703705,0.0417979075631468,377.000000199921,-0.65175799360803,0.51495442797782,hiloRN,0.840741923229093,L,33
LH_SomMot_3,0.0194372361111111,0.0371585860771127,377.000059584183,0.52308868994031,0.601219830949696,hiloRN,0.872257947794747,L,34
LH_SomMot_4,-0.0336370277777776,0.0401599008155812,377.000000186402,-0.837577461464426,0.402798715571643,hiloRN,0.764688419147135,L,35
LH_SomMot_5,0.0211218240740741,0.0460542453819859,377.000059007536,0.458629251198976,0.646764705233172,hiloRN,0.872257947794747,L,36
LH_SomMot_6,-0.0119225648148148,0.0351080663112377,377.000000342575,-0.339596168843924,0.734349768378039,hiloRN,0.89343754478756,L,37
LH_SomMot_7,0.00554299999999997,0.0397601773989314,377.000057336777,0.139410846797402,0.889199945287762,hiloRN,0.953565624973472,L,38
LH_SomMot_8,-0.019319074074074,0.0390613779770714,377.000107322196,-0.494582502578739,0.62118293826248,hiloRN,0.872257947794747,L,39
LH_SomMot_9,-0.0605547500000002,0.0382012108086622,377.000000198996,-1.58515263569262,0.113770069943057,hiloRN,0.431808174469826,L,40
LH_SomMot_10,-0.0343842731481483,0.0441249503105884,377.000000200909,-0.779247861042857,0.436322594847926,hiloRN,0.78616683756383,L,41
LH_SomMot_11,-0.0779099861111107,0.0374633207949621,377.000000211204,-2.07963374463023,0.0382344104755131,hiloRN,0.235288679849312,L,42
LH_SomMot_12,-0.0371237731481479,0.0503952437004605,377.000000288903,-0.736652319191159,0.461791958725073,hiloRN,0.814425510487068,L,43
LH_SomMot_13,-0.0333399953703704,0.0415136070934489,377.000000386182,-0.803110057271598,0.422417154439613,hiloRN,0.772122187903355,L,44
LH_SomMot_14,-0.0458443842592597,0.070036558334285,377.000000361714,-0.654577914015194,0.513138684692607,hiloRN,0.840741923229093,L,45
LH_SomMot_15,-0.0517191018518521,0.0317479998465317,377.000001756086,-1.62905071506425,0.104137551965789,hiloRN,0.411586878145149,L,46
LH_SomMot_16,0.0150569537037035,0.0412068040649238,377.000000198733,0.365399696612734,0.715017986260179,hiloRN,0.890250848424405,L,47
LH_SomMot_17,-0.0447042777777779,0.0566606840363043,377.000000367872,-0.788982317070765,0.430618221286703,hiloRN,0.779399495541544,L,48
LH_SomMot_18,-0.0215549027777779,0.036810600233149,377.000014384691,-0.585562382608667,0.55851998193823,hiloRN,0.859621482461419,L,49
LH_SomMot_19,0.00335599074074055,0.0393997688975793,377.000057693984,0.0851779295829,0.932165151662332,hiloRN,0.978651077860716,L,50
